9.839595518696304666e+00,9.837684524336477665e+00,9.837553717124857044e+00,9.837536462044742080e+00,9.837533720114299385e+00
1.020238806039746393e+01,1.019893506168184949e+01,1.019859611444747038e+01,1.019856685528560014e+01,1.019856362631607638e+01
1.020239573413710765e+01,1.019895424951716478e+01,1.019861495601892543e+01,1.019858497678611542e+01,1.019858208477451633e+01
1.056674767487383093e+01,1.056154857945908354e+01,1.056086302604331983e+01,1.056082543422472320e+01,1.056081128308939299e+01
1.056688775595933549e+01,1.056156028470961061e+01,1.056088679894462068e+01,1.056085276876428303e+01,1.056083670305812205e+01
1.056800374834465828e+01,1.056263053694732967e+01,1.056177154640664817e+01,1.056164913251961224e+01,1.056155071732187878e+01
1.075143642539473809e+01,1.074015201514273166e+01,1.073827906883996874e+01,1.073822769301518143e+01,1.073822116455962927e+01
1.087896281679817356e+01,1.087270501267774314e+01,1.087186268262700750e+01,1.087177762973518824e+01,1.087175805529062877e+01
1.087899269535319213e+01,1.087272631863400107e+01,1.087190515037935334e+01,1.087182452679295963e+01,1.087180177100792378e+01
1.093273370940685396e+01,1.092548734827536094e+01,1.092434639725084189e+01,1.092428548838627478e+01,1.092425717630463566e+01
1.093281206267412564e+01,1.092550396378742938e+01,1.092437006848955328e+01,1.092429853319683275e+01,1.092427850238186693e+01
1.093522890012221715e+01,1.092764513658883452e+01,1.092612840228063931e+01,1.092585580252153044e+01,1.092562816142870652e+01
1.093526118819130666e+01,1.092765500513887034e+01,1.092614399579153606e+01,1.092587553516407795e+01,1.092564588050329100e+01
1.111546614756409745e+01,1.110053254130988343e+01,1.109752539785855774e+01,1.109740562907681749e+01,1.109738026182746751e+01
1.111555628868233825e+01,1.110059304785803214e+01,1.109757463194788230e+01,1.109743984050267152e+01,1.109740398947218587e+01
1.123521254812091819e+01,1.122835641112581584e+01,1.122738429176664532e+01,1.122721229586428038e+01,1.122713691361016508e+01
1.124231109984747690e+01,1.123413866026254304e+01,1.123322232707262813e+01,1.123272637273113084e+01,1.123260547149214084e+01
1.124239560176666686e+01,1.123421703157938367e+01,1.123331164344404876e+01,1.123277980904080486e+01,1.123267464254148074e+01
1.124241758557530524e+01,1.123466875480908733e+01,1.123337594125663763e+01,1.123303058966259727e+01,1.123293440821258571e+01
1.124493249228578406e+01,1.123756190918927444e+01,1.123626863181855740e+01,1.123607460436033989e+01,1.123598686768537824e+01
1.130020843828195964e+01,1.129077427482615192e+01,1.128906599216386653e+01,1.128891871413211412e+01,1.128889730576712580e+01
1.130024524135732200e+01,1.129079228132948387e+01,1.128910811450059271e+01,1.128900733737719442e+01,1.128899504205246984e+01
1.130393803490482441e+01,1.129393856391834561e+01,1.129162800083307694e+01,1.129122392399799324e+01,1.129073061450749016e+01
1.130408100864154264e+01,1.129409586879126692e+01,1.129181129435682074e+01,1.129139602840600709e+01,1.129092078519172659e+01
1.130524634658989491e+01,1.129514640638244671e+01,1.129263762932702875e+01,1.129207912154406834e+01,1.129144028238446040e+01
1.132883353674644411e+01,1.132163698291883591e+01,1.132081454862302117e+01,1.132071536114941601e+01,1.132069676406029757e+01
1.132886246267207397e+01,1.132168357441390683e+01,1.132086312814966078e+01,1.132076945717968641e+01,1.132074297178175115e+01
1.148161545517327120e+01,1.146266273653420065e+01,1.145819126866749471e+01,1.145797852457051569e+01,1.145794943275066657e+01
1.148166376633292707e+01,1.146271602499675168e+01,1.145832339461415295e+01,1.145806081055265402e+01,1.145801148344260767e+01
1.148370963492983243e+01,1.146437770627341912e+01,1.145952084540745552e+01,1.145913608852355381e+01,1.145884748929280050e+01
1.159829911616419018e+01,1.158962850506904552e+01,1.158825341350025440e+01,1.158802680711434441e+01,1.158791880531908092e+01
1.159833958021757105e+01,1.158964476999621951e+01,1.158829437629768577e+01,1.158805514616661547e+01,1.158795147938054626e+01
1.160714864250062739e+01,1.159751580951552619e+01,1.159562531136017505e+01,1.159529918178963648e+01,1.159524968962214331e+01
