 (9.837422123572412858e+00+0.000000000000000000e+00j), (9.837419509589425459e+00+0.000000000000000000e+00j), (9.837406763015549060e+00+0.000000000000000000e+00j), (9.837406732099072570e+00+0.000000000000000000e+00j), (9.837406728954027457e+00+0.000000000000000000e+00j), (9.837406732790602959e+00+0.000000000000000000e+00j)
 (1.019841713051309284e+01+0.000000000000000000e+00j), (1.019841605572640475e+01+0.000000000000000000e+00j), (1.019839758112585670e+01+0.000000000000000000e+00j), (1.019839741914359088e+01+0.000000000000000000e+00j), (1.019839737852953299e+01+0.000000000000000000e+00j), (1.019839735789788371e+01+0.000000000000000000e+00j)
 (1.019841731662500095e+01+0.000000000000000000e+00j), (1.019841569371197210e+01+0.000000000000000000e+00j), (1.019839740400958839e+01+0.000000000000000000e+00j), (1.019839739016414981e+01+0.000000000000000000e+00j), (1.019839735748522358e+01+0.000000000000000000e+00j), (1.019839734240793483e+01+0.000000000000000000e+00j)
 (1.056062015359860418e+01+0.000000000000000000e+00j), (1.056061578521746647e+01+0.000000000000000000e+00j), (1.056058798558273182e+01+0.000000000000000000e+00j), (1.056058766646478020e+01+0.000000000000000000e+00j), (1.056058754443320069e+01+0.000000000000000000e+00j), (1.056058751912069305e+01+0.000000000000000000e+00j)
 (1.056062021643031379e+01+0.000000000000000000e+00j), (1.056058793399346207e+01+0.000000000000000000e+00j), (1.056058774637613062e+01+0.000000000000000000e+00j), (1.056058762387024430e+01+0.000000000000000000e+00j), (1.056058757147123472e+01+0.000000000000000000e+00j), (1.056058750271199642e+01+0.000000000000000000e+00j)
 (1.056131485141465198e+01+0.000000000000000000e+00j), (1.056123732737162868e+01+0.000000000000000000e+00j), (1.056123725451809214e+01+0.000000000000000000e+00j), (1.056123712407913118e+01+0.000000000000000000e+00j), (1.056123691548997634e+01+0.000000000000000000e+00j), (1.056123678592749116e+01+0.000000000000000000e+00j)
 (1.073809098564986542e+01+0.000000000000000000e+00j), (1.073807094712343613e+01+0.000000000000000000e+00j), (1.073806914484309871e+01+0.000000000000000000e+00j), (1.073806829806175500e+01+0.000000000000000000e+00j), (1.073806856800481135e+01+0.000000000000000000e+00j), (1.073806850633527610e+01+0.000000000000000000e+00j)
 (1.087156169398351580e+01+0.000000000000000000e+00j), (1.087153349623146070e+01+0.000000000000000000e+00j), (1.087153274318768759e+01+0.000000000000000000e+00j), (1.087153264923526841e+01+0.000000000000000000e+00j), (1.087153256076357977e+01+0.000000000000000000e+00j), (1.087153249965096435e+01+0.000000000000000000e+00j)
 (1.087155648952109033e+01+0.000000000000000000e+00j), (1.087153331456832106e+01+0.000000000000000000e+00j), (1.087153248755483759e+01+0.000000000000000000e+00j), (1.087153239659889969e+01+0.000000000000000000e+00j), (1.087153238560133950e+01+0.000000000000000000e+00j), (1.087153237881497958e+01+0.000000000000000000e+00j)
 (1.092400300333399166e+01+0.000000000000000000e+00j), (1.092396145984335121e+01+0.000000000000000000e+00j), (1.092396135516078459e+01+0.000000000000000000e+00j), (1.092396129988844145e+01+0.000000000000000000e+00j), (1.092396133930736113e+01+0.000000000000000000e+00j), (1.092396125138142260e+01+0.000000000000000000e+00j)
