 (9.837423877742514478e+00+0.000000000000000000e+00j), (9.837423763945750466e+00+0.000000000000000000e+00j), (9.837413245877261403e+00+0.000000000000000000e+00j), (9.837407448388631792e+00+0.000000000000000000e+00j), (9.837406791721777566e+00+0.000000000000000000e+00j), (9.837406612805343897e+00+0.000000000000000000e+00j)
 (1.019842713859667249e+01+0.000000000000000000e+00j), (1.019842689699910210e+01+0.000000000000000000e+00j), (1.019840510684601043e+01+0.000000000000000000e+00j), (1.019839779907915833e+01+0.000000000000000000e+00j), (1.019839750000881828e+01+0.000000000000000000e+00j), (1.019839742759382517e+01+0.000000000000000000e+00j)
 (1.019842851550238372e+01+0.000000000000000000e+00j), (1.019842832858330617e+01+0.000000000000000000e+00j), (1.019840404375466925e+01+0.000000000000000000e+00j), (1.019839792779151111e+01+0.000000000000000000e+00j), (1.019839746913906531e+01+0.000000000000000000e+00j), (1.019839737102947730e+01+0.000000000000000000e+00j)
 (1.056062537013982805e+01+0.000000000000000000e+00j), (1.056062837122336795e+01+0.000000000000000000e+00j), (1.056059483116545294e+01+0.000000000000000000e+00j), (1.056058933587205928e+01+0.000000000000000000e+00j), (1.056058864183674295e+01+0.000000000000000000e+00j), (1.056058841069661369e+01+0.000000000000000000e+00j)
 (1.056062579372076726e+01+0.000000000000000000e+00j), (1.056062832889826097e+01+0.000000000000000000e+00j), (1.056059257254148243e+01+0.000000000000000000e+00j), (1.056058865013698345e+01+0.000000000000000000e+00j), (1.056058856887617736e+01+0.000000000000000000e+00j), (1.056058837313378795e+01+0.000000000000000000e+00j)
 (1.056128506060236028e+01+0.000000000000000000e+00j), (1.056123531720198372e+01+0.000000000000000000e+00j), (1.056123470440212841e+01+0.000000000000000000e+00j), (1.056123458904695234e+01+0.000000000000000000e+00j), (1.056123452561289078e+01+0.000000000000000000e+00j), (1.056123448974973833e+01+0.000000000000000000e+00j)
 (1.073810202565329597e+01+0.000000000000000000e+00j), (1.073806705464781786e+01+0.000000000000000000e+00j), (1.073806602386410347e+01+0.000000000000000000e+00j), (1.073806585606621944e+01+0.000000000000000000e+00j), (1.073806574681299075e+01+0.000000000000000000e+00j), (1.073806471658770434e+01+0.000000000000000000e+00j)
 (1.087158822246413337e+01+0.000000000000000000e+00j), (1.087153406596613614e+01+0.000000000000000000e+00j), (1.087153271449731307e+01+0.000000000000000000e+00j), (1.087153214448955652e+01+0.000000000000000000e+00j), (1.087153210535286618e+01+0.000000000000000000e+00j), (1.087151783818330664e+01+0.000000000000000000e+00j)
 (1.087159002604136404e+01+0.000000000000000000e+00j), (1.087158095286546633e+01+0.000000000000000000e+00j), (1.087153309665905176e+01+0.000000000000000000e+00j), (1.087153248778417591e+01+0.000000000000000000e+00j), (1.087153207900672491e+01+0.000000000000000000e+00j), (1.087153116757834503e+01+0.000000000000000000e+00j)
 (1.092400780173848496e+01+0.000000000000000000e+00j), (1.092396812925237626e+01+0.000000000000000000e+00j), (1.092396287152480561e+01+0.000000000000000000e+00j), (1.092396238550470144e+01+0.000000000000000000e+00j), (1.092396234419192957e+01+0.000000000000000000e+00j), (1.092396240060256751e+01+0.000000000000000000e+00j)
 (1.092399525524813697e+01+0.000000000000000000e+00j), (1.092396746498215876e+01+0.000000000000000000e+00j), (1.092396273920397043e+01+0.000000000000000000e+00j), (1.092396220696353026e+01+0.000000000000000000e+00j), (1.092396231188871880e+01+0.000000000000000000e+00j), (1.092396208361266474e+01+0.000000000000000000e+00j)
 (1.092526700686173591e+01+0.000000000000000000e+00j), (1.092518671394820906e+01+0.000000000000000000e+00j), (1.092518460586033591e+01+0.000000000000000000e+00j), (1.092518419633875304e+01+0.000000000000000000e+00j), (1.092518407439160910e+01+0.000000000000000000e+00j), (1.092518389624047259e+01+0.000000000000000000e+00j)
 (1.092527740483032517e+01+0.000000000000000000e+00j), (1.092518316270375323e+01+0.000000000000000000e+00j), (1.092518208972642491e+01+0.000000000000000000e+00j), (1.092518494398210827e+01+0.000000000000000000e+00j), (1.092518500429113715e+01+0.000000000000000000e+00j), (1.092518931243525948e+01+0.000000000000000000e+00j)
